City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,inirida,3.8653,-67.9239,23.51,90,79,0.43,CO,1733731043
83,kabalo,-6.05,26.9167,27.82,65,57,2.34,CD,1733731045
84,la passe,45.5549,-0.8967,7.51,77,100,7.64,FR,1733731046
85,tiksi,71.6872,128.8694,-27.22,99,81,2.88,RU,1733731047
86,kilinochchi,9.3961,80.3982,29.61,64,79,4.45,LK,1733731050
87,kirensk,57.7853,108.1119,-16.24,89,72,3.59,RU,1733731051
88,elhovo,42.1667,26.5667,13.42,96,95,2.35,BG,1733731052
89,zhenzhou,32.2692,119.1789,8.46,38,92,2.86,CN,1733731053
90,puerto ayora,-0.7393,-90.3518,22.53,96,23,1.34,EC,1733731055
91,freetown,8.484,-13.2299,25.45,67,100,1.93,SL,1733731056
92,alice springs,-23.7,133.8833,26.75,74,100,2.57,AU,1733731057
93,olonkinbyen,70.9221,-8.7187,-0.34,99,100,4.73,SJ,1733731058
94,dunedin,-45.8742,170.5036,14.33,69,0,2.68,NZ,1733731060
95,greenville,35.6127,-77.3663,10.64,60,0,2.57,US,1733731061
96,big rapids,43.6981,-85.4837,4.07,87,100,3.09,US,1733731062
97,slave lake,55.2834,-114.769,-2.01,86,100,5.66,CA,1733731063
98,campeche,19.0,-90.5,18.94,98,73,1.26,MX,1733731064
99,tura,25.5198,90.2201,21.48,61,100,2.04,IN,1733731066
100,bredasdorp,-34.5322,20.0403,25.33,43,33,1.51,ZA,1733731067
101,vorgashor,67.5833,63.95,-10.05,94,100,7.12,RU,1733731068
102,qaqortoq,60.7167,-46.0333,-6.17,88,98,1.12,GL,1733731069
103,anadyr,64.75,177.4833,-16.72,85,75,6.0,RU,1733731071
104,tual,-5.6667,132.75,27.79,80,100,4.02,ID,1733731072
105,mildura,-34.2,142.15,28.93,34,23,3.05,AU,1733731073
106,kavaratti,10.5669,72.642,27.44,78,100,5.1,IN,1733731074
107,uturoa,-16.7333,-151.4333,26.92,78,59,8.15,PF,1733731077
108,thompson,55.7435,-97.8558,-15.91,85,75,0.0,CA,1733731078
109,bilibino,68.0546,166.4372,-27.51,85,56,0.85,RU,1733731079
110,baoqing,46.3317,132.2111,-12.27,92,21,1.54,CN,1733731081
111,childress,34.4264,-100.204,4.14,75,0,3.6,US,1733731082
112,rawai,7.7797,98.3253,28.09,72,100,1.89,TH,1733731084
113,mirnyy,62.5353,113.9611,-33.39,100,52,1.79,RU,1733731086
114,chivhu,-19.0211,30.8922,28.63,34,6,3.07,ZW,1733731087
115,patterson,37.4716,-121.1297,8.39,93,3,0.87,US,1733731088
116,ust-nera,64.5667,143.2,-22.22,99,100,1.43,RU,1733731089
117,balboa,2.0396,-77.2168,15.62,97,84,0.01,CO,1733731091
118,ketchikan,55.3422,-131.6461,3.26,95,100,1.54,US,1733731092
119,cockburn town,21.4612,-71.1419,25.82,77,76,10.82,TC,1733731093
120,broome,42.2506,-75.833,1.67,98,62,1.52,US,1733731095
121,lihue,21.9789,-159.3672,22.77,88,20,2.57,US,1733731098
122,machico,32.7,-16.7667,18.73,79,75,8.75,PT,1733731099
123,tofol,5.3248,163.0078,27.88,78,100,4.12,FM,1733731100
124,nogliki,51.8333,143.1667,-10.29,83,100,9.21,RU,1733731101
125,punta arenas,-53.15,-70.9167,8.06,71,100,8.23,CL,1733731103
126,aasiaat,68.7098,-52.8699,-15.78,88,44,3.04,GL,1733731105
127,hadibu,12.65,54.0333,25.93,60,98,7.08,YE,1733731106
128,guerrero negro,27.9769,-114.0611,14.74,84,4,2.93,MX,1733731108
129,college,64.8569,-147.8028,-3.29,86,100,2.06,US,1733731110
130,la'ie,21.6477,-157.9253,23.95,82,2,0.89,US,1733731111
131,hami,42.8,93.45,-1.5,47,100,3.35,CN,1733731113
132,ola,59.5833,151.2833,-11.68,78,98,5.82,RU,1733731114
133,mitchell,43.7094,-98.0298,1.2,58,40,5.14,US,1733731115
134,san luis de la loma,17.2706,-100.8939,24.13,75,20,2.03,MX,1733731116
135,wanning,18.8003,110.3967,22.53,82,100,4.98,CN,1733731117
136,sinop,41.7711,34.8709,11.62,69,27,6.13,TR,1733731119
137,huangshan,29.7114,118.3125,11.81,43,67,1.55,CN,1733731120
138,touros,-5.1989,-35.4608,25.63,75,2,5.8,BR,1733731121
139,nam som,17.7704,102.1895,28.15,49,69,0.9,TH,1733731122
140,marica,-22.9194,-42.8186,22.62,90,100,1.4,BR,1733731124
141,thisted,56.9552,8.6949,4.22,76,7,9.57,DK,1733731125
142,new norfolk,-42.7826,147.0587,18.29,65,100,3.64,AU,1733731126
143,dudinka,69.4058,86.1778,-12.58,95,100,5.99,RU,1733731127
144,crane,31.3974,-102.3501,11.99,33,0,4.99,US,1733731129
145,white hall,34.274,-92.091,15.84,94,100,3.6,US,1733731130
146,hermanus,-34.4187,19.2345,27.67,57,13,2.45,ZA,1733731131
147,tazacorte,28.629,-17.9293,19.54,73,75,6.69,ES,1733731132
148,ancud,-41.8697,-73.8203,6.48,88,45,1.58,CL,1733731133
149,dubbo,-32.25,148.6167,29.07,34,92,2.57,AU,1733731135
150,udachny,66.4167,112.4,-33.29,99,99,2.07,RU,1733731136
151,katabu,-4.9333,122.5167,26.29,91,100,1.94,ID,1733731137
152,mont-dore,-22.2833,166.5833,25.03,75,0,3.48,NC,1733731138
153,mata-utu,-13.2816,-176.1745,27.06,83,100,6.91,WF,1733731140
154,quellon,-43.1167,-73.6167,6.0,89,5,2.27,CL,1733731141
155,kruisfontein,-34.0033,24.7314,27.37,43,85,0.8,ZA,1733731142
156,ambovombe,-25.1667,46.0833,27.58,57,46,7.96,MG,1733731143
157,mahajanga,-15.7167,46.3167,32.01,45,40,5.14,MG,1733731144
158,tandalti,13.0167,31.8667,31.55,19,5,6.76,SD,1733731146
159,isafjordur,66.0755,-23.124,5.02,75,40,2.57,IS,1733731147
160,haiku-pauwela,20.9219,-156.3051,23.01,79,40,6.69,US,1733731148
161,fang,19.9169,99.2145,27.94,63,100,0.8,TH,1733731149
162,amos,48.5669,-78.1162,-18.32,98,100,1.55,CA,1733731151
163,petropavlovsk-kamchatsky,53.0452,158.6483,-2.67,74,75,3.0,RU,1733731152
164,frontera,26.9333,-101.45,17.4,73,100,0.89,MX,1733731153
165,mount isa,-20.7333,139.5,36.87,39,99,5.14,AU,1733731154
166,iwye,53.9299,25.7727,0.11,85,63,3.58,BY,1733731157
167,kailua-kona,19.6406,-155.9956,22.53,87,2,0.99,US,1733731158
168,sampit,-2.5333,112.95,30.18,80,100,1.27,ID,1733731159
169,remire-montjoly,4.9167,-52.2667,24.02,100,75,1.03,GF,1733731160
170,porto novo,6.4965,2.6036,23.9,50,82,1.61,BJ,1733731162
171,codrington,-38.2667,141.9667,15.64,66,4,6.7,AU,1733731163
172,namibe,-15.1961,12.1522,25.83,71,100,3.09,AO,1733731164
173,akrehamn,59.2667,5.1833,-1.86,93,0,4.12,NO,1733731165
174,abatskoye,56.2875,70.4555,-14.14,93,18,4.53,RU,1733731167
175,kumeny,58.1089,49.9161,-5.59,94,99,4.35,RU,1733731168
176,yarkovo,57.4028,67.0786,-10.61,81,94,4.73,RU,1733731169
177,longyearbyen,78.2186,15.6401,-3.09,74,75,5.14,SJ,1733731170
178,grass valley,39.2191,-121.0611,7.82,61,0,2.68,US,1733731171
179,castanas,13.8822,121.5517,26.03,92,98,7.52,PH,1733731173
180,basco,20.4487,121.9702,24.72,66,100,10.57,PH,1733731174
181,nema,57.5067,50.5011,-4.76,89,99,4.16,RU,1733731175
182,port alfred,-33.5906,26.891,23.43,84,72,2.24,ZA,1733731176
183,bartonville,40.6503,-89.652,10.48,96,100,4.63,US,1733731178
184,hasaki,35.7333,140.8333,11.05,29,0,1.75,JP,1733731179
185,latnaya,51.6586,38.9011,-2.06,85,100,3.85,RU,1733731180
186,avarua,-21.2078,-159.775,25.03,88,40,6.69,CK,1733731181
187,barcarena,-1.5058,-48.6258,24.03,92,99,3.34,BR,1733731183
188,nemuro,43.3236,145.575,-0.62,67,31,9.24,JP,1733731184
189,tazovsky,67.4667,78.7,-12.08,92,100,7.71,RU,1733731185
190,kayangel,8.0823,134.7173,26.32,85,100,4.89,PW,1733731186
191,kharhial,20.2833,82.7667,29.85,48,100,4.67,IN,1733731187
192,dangriga,16.9692,-88.2321,24.81,81,96,3.99,BZ,1733731189
193,margate,51.3813,1.3862,7.15,84,100,1.79,GB,1733731190
194,liwale,-9.7667,37.9333,30.77,48,18,1.93,TZ,1733731191
195,alotau,-10.3069,150.4462,27.6,78,88,1.09,PG,1733731192
196,bandar lampung,-5.4254,105.258,25.55,93,100,1.65,ID,1733731193
197,viedma,-40.8135,-62.9967,16.25,42,33,5.44,AR,1733731195
198,arraial do cabo,-22.9661,-42.0278,23.3,91,100,1.18,BR,1733731196
199,nikolayevsk-on-amure,53.1406,140.73,-12.65,89,99,5.45,RU,1733731197
200,hot springs village,34.6655,-93.01,10.61,90,100,2.48,US,1733731198
201,el nido,11.1858,119.3956,30.64,77,93,7.1,PH,1733731200
202,pokhara,28.2333,83.9833,18.09,26,11,2.61,NP,1733731201
203,los frentones,-26.4077,-61.4137,15.45,98,100,2.64,AR,1733731202
204,fort bragg,35.139,-79.006,11.57,62,20,3.09,US,1733731203
205,vallenar,-28.5708,-70.7581,17.15,41,0,0.41,CL,1733731205
206,enewetak,11.3474,162.3373,27.91,79,100,7.76,MH,1733731206
207,kralendijk,12.15,-68.2667,27.99,74,75,6.69,BQ,1733731207
208,visby,57.6409,18.296,3.35,93,75,4.12,SE,1733731208
209,n'zeto,-7.2312,12.8666,28.3,76,82,1.59,AO,1733731209
210,toliara,-23.35,43.6667,32.56,50,0,5.59,MG,1733731211
211,nuuk,64.1835,-51.7216,-1.66,80,40,13.38,GL,1733731212
212,happy valley-goose bay,53.3168,-60.3315,-16.83,92,100,2.06,CA,1733731213
213,ouargla,31.9493,5.325,6.04,65,14,1.03,DZ,1733731216
214,manokwari,-0.8667,134.0833,26.74,83,100,1.62,ID,1733731217
215,eyl,7.9803,49.8164,29.48,46,11,11.29,SO,1733731218
216,smithers,54.7804,-127.1743,-0.82,100,100,1.03,CA,1733731219
217,ntungamo,-0.8833,29.65,26.97,41,6,2.2,UG,1733731221
218,minas de marcona,-15.2119,-75.1103,13.98,88,90,4.46,PE,1733731222
219,kattivakkam,13.2167,80.3167,31.73,75,98,4.55,IN,1733731223
220,atafu village,-8.5421,-172.5159,28.52,71,100,4.84,TK,1733731224
221,tangalle,6.024,80.7911,28.42,71,79,2.81,LK,1733731225
222,fisterra,42.9049,-9.2629,12.49,69,71,12.3,ES,1733731227
223,selfoss,63.9331,-20.9971,5.58,99,100,7.33,IS,1733731228
224,qamdo,31.1667,97.2333,1.6,18,0,5.15,CN,1733731229
225,wailua homesteads,22.0669,-159.378,19.51,94,18,4.4,US,1733731230
226,vadso,70.0744,29.7487,2.09,69,40,11.32,NO,1733731232
227,pisco,-13.7,-76.2167,18.03,88,0,4.63,PE,1733731233
228,arizona city,32.7559,-111.671,9.77,51,22,2.58,US,1733731234
229,tralee,52.2704,-9.7026,-0.86,100,0,0.0,IE,1733731235
230,letterkenny,54.95,-7.7333,0.99,89,5,0.54,IE,1733731237
231,inarajan village,13.2736,144.7484,28.54,84,49,4.73,GU,1733731238
232,port lincoln,-34.7333,135.8667,18.91,61,0,4.98,AU,1733731214
233,papatowai,-46.5619,169.4708,12.4,62,2,7.16,NZ,1733731240
234,i-n-salah,27.1935,2.4607,18.08,24,99,0.16,DZ,1733731241
235,shahrud,36.4182,54.9763,3.66,58,97,0.67,IR,1733731243
236,atvidaberg,58.2015,15.9977,0.77,94,66,3.21,SE,1733731244
237,shitanjing,39.2342,106.3439,-2.48,39,100,1.07,CN,1733731245
238,moranbah,-22.0016,148.0466,35.8,30,30,6.97,AU,1733731246
239,parauapebas,-6.0675,-49.9022,22.2,85,65,1.04,BR,1733731248
240,chui,-33.6971,-53.4616,9.47,79,0,0.83,UY,1733731249
241,orosei,40.3798,9.6929,12.3,62,50,6.18,IT,1733731250
242,flying fish cove,-10.4217,105.6791,27.82,89,100,3.09,CX,1733731251
243,khalkhal,37.6189,48.5258,2.76,100,99,2.04,IR,1733731253
244,kudahuvadhoo,2.6708,72.8944,27.57,75,100,4.52,MV,1733731254
245,garachico,28.7781,-17.7646,18.06,73,75,6.69,ES,1733731255
246,minas de matahambre,22.5887,-83.9447,18.61,83,25,2.63,CU,1733731256
247,loreto,22.2667,-101.9667,9.78,69,87,3.13,MX,1733731257
248,zarechnyy,53.2036,45.1923,-2.62,85,100,2.58,RU,1733731259
249,puerto deseado,-47.7503,-65.8938,10.26,52,99,4.05,AR,1733731260
250,ulladulla,-35.35,150.4667,20.84,82,81,5.52,AU,1733731261
251,conception bay south,47.4999,-52.9981,4.3,94,100,15.79,CA,1733731262
252,kerikeri,-35.2268,173.9474,16.49,96,100,2.16,NZ,1733731264
253,utrik,11.2278,169.8474,27.86,80,11,8.53,MH,1733731265
254,daru,-9.0763,143.2092,28.35,77,95,4.07,PG,1733731266
255,vernon,50.2581,-119.2691,0.97,87,41,1.03,CA,1733731267
256,nkhata bay,-11.6066,34.2907,28.15,60,2,2.29,MW,1733731269
257,el porvenir,13.7617,-87.3458,21.34,83,98,2.55,HN,1733731270
258,ghat,24.9647,10.1728,17.21,10,0,1.3,LY,1733731271
259,egilsstadir,65.2653,-14.3948,8.95,71,75,4.63,IS,1733731272
260,kecskemet,46.9062,19.6913,2.63,100,100,1.03,HU,1733731273
261,karratha,-20.7377,116.8463,29.81,69,100,4.48,AU,1733731275
262,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.86,PT,1733731276
263,caltzontzin,19.4285,-102.0051,14.05,74,93,2.82,MX,1733731277
264,port shepstone,-30.7414,30.455,25.62,79,26,3.56,ZA,1733731278
265,oume,35.7839,139.2431,10.59,35,0,2.57,JP,1733731280
266,riachao,-7.3619,-46.6172,24.23,68,68,1.56,BR,1733731281
267,zholymbet,51.7433,71.7122,-18.85,95,30,0.77,KZ,1733731282
268,gawler,-34.6,138.7333,26.98,27,45,4.58,AU,1733731283
269,bani walid,31.7566,13.9942,14.35,50,72,4.15,LY,1733731284
270,nykvarn,59.8,18.3,-1.01,94,8,2.44,SE,1733731286
271,elliot lake,46.3834,-82.6331,-7.84,93,100,4.35,CA,1733731287
272,taybad,34.74,60.7756,3.55,33,100,1.48,IR,1733731288
273,punta gorda isles,26.9176,-82.0784,15.0,91,0,0.0,US,1733731289
274,morehead city,34.7229,-76.726,12.22,74,96,1.79,US,1733731291
275,antonio enes,-16.2325,39.9086,31.34,59,30,4.22,MZ,1733731292
276,modimolle,-24.7,28.4,29.6,40,100,3.46,ZA,1733731293
277,saipan,15.1355,145.701,27.03,81,25,0.89,MP,1733731294
278,kampot,10.6167,104.1833,27.89,69,100,4.5,KH,1733731295
279,yorkton,51.2167,-102.4677,-9.09,92,100,4.12,CA,1733731202
280,kertih,4.5141,103.4483,26.01,88,40,2.68,MY,1733731298
281,altai,46.3722,96.2583,-11.17,71,15,1.19,MN,1733731299
282,seaside,36.6111,-121.8516,15.08,73,26,0.89,US,1733731300
283,badger,64.8,-147.5333,-3.13,91,100,1.91,US,1733731302
284,tsiombe,-25.3,45.4833,29.61,48,5,7.5,MG,1733731303
285,dryden,49.7833,-92.7503,-7.84,86,100,4.63,CA,1733731304
286,bogande,12.9714,-0.1436,20.91,15,0,4.89,BF,1733731305
287,gadzhiyevo,69.2551,33.3362,-1.27,84,100,8.82,RU,1733731306
288,acajutla,13.5928,-89.8275,25.44,65,100,2.58,SV,1733731308
289,inhambane,-23.865,35.3833,30.0,70,75,3.6,MZ,1733731309
290,revda,56.801,59.9303,-7.27,58,100,4.8,RU,1733731310
291,cabo san lucas,22.8909,-109.9124,22.09,30,97,2.8,MX,1733731311
292,lata,40.1629,-8.3327,1.3,86,0,1.37,PT,1733731313
293,jamaame,0.0697,42.745,32.87,48,70,7.35,SO,1733731314
294,saguenay,48.4168,-71.0657,-9.55,80,78,5.14,CA,1733731200
295,saudarkrokur,65.7461,-19.6394,6.31,92,100,8.06,IS,1733731317
296,turuntayevo,52.2,107.6167,-6.16,89,79,1.77,RU,1733731319
297,russellville,35.2784,-93.1338,10.03,93,75,1.34,US,1733731320
298,gao,16.6362,1.637,17.89,15,34,5.12,ML,1733731321
299,dabakala,8.3667,-4.4333,24.94,30,69,1.27,CI,1733731322
300,awjilah,29.1081,21.2869,17.85,44,15,6.11,LY,1733731323
301,north myrtle beach,33.816,-78.68,10.63,66,98,0.45,US,1733731325
302,punta cana,18.5818,-68.4043,25.87,83,40,2.06,DO,1733731326
303,san antonio de pale,-1.4014,5.6325,26.75,80,90,2.76,GQ,1733731327
304,auki,-8.7676,160.7034,26.4,87,57,1.16,SB,1733731328
305,newman,37.3138,-121.0208,7.8,93,4,0.6,US,1733731330
306,zaysan,47.4667,84.8667,-5.49,75,100,2.97,KZ,1733731331
307,moyynkum,44.2914,72.9469,-6.15,70,100,0.97,KZ,1733731332
308,oyama,36.3,139.8,10.78,28,0,1.64,JP,1733731333
309,kourou,5.1552,-52.6478,23.35,95,44,2.16,GF,1733731334
310,rosetta,31.4044,30.4164,18.27,44,13,2.2,EG,1733731336
311,amga,60.8953,131.9608,-31.4,100,92,0.82,RU,1733731337
312,punta del este,-34.9667,-54.95,11.6,80,0,1.34,UY,1733731338
313,altamont,42.2068,-121.7372,-1.68,81,0,1.54,US,1733731339
314,langxiang,46.95,128.8833,-9.56,95,100,1.31,CN,1733731340
315,chulakkurgan,43.765,69.1814,-5.71,64,16,2.05,KZ,1733731342
316,laguna,38.421,-121.4238,7.76,92,0,0.66,US,1733731107
317,twin falls,42.3505,-114.6445,-1.71,69,20,6.69,US,1733731346
318,mweka,-4.85,21.5667,29.46,50,61,1.83,CD,1733731347
319,sovetskaya gavan',48.9723,140.2878,-9.57,59,0,6.85,RU,1733731348
320,kerema,-7.9631,145.7785,28.11,80,72,1.41,PG,1733731350
321,qusmuryn,52.4503,64.6311,-14.62,95,20,2.86,KZ,1733731352
322,sola,-13.8833,167.55,27.2,82,100,7.76,VU,1733731353
323,nadi,-17.8,177.4167,27.0,78,20,2.57,FJ,1733731354
324,nova vicosa,-17.8919,-39.3719,22.83,95,64,3.02,BR,1733731355
325,yabelo,4.8833,38.0833,22.62,30,53,7.95,ET,1733731357
326,banda aceh,5.5577,95.3222,28.99,72,97,1.78,ID,1733731358
327,kingston,17.997,-76.7936,25.09,88,20,1.03,JM,1733731359
328,san patricio,28.017,-97.5169,12.97,89,100,1.9,US,1733731360
329,elliot,-31.3333,27.85,28.73,34,10,1.27,ZA,1733731363
330,alesund,62.4723,6.1549,3.2,87,0,3.09,NO,1733731364
331,lompoc,34.6391,-120.4579,7.4,98,0,3.6,US,1733731365
332,newport,51.5877,-2.9984,8.03,79,83,10.74,GB,1733731366
333,aldama,22.9167,-98.0667,18.9,96,72,1.95,MX,1733731367
334,airuk,7.2772,168.8203,28.46,75,93,7.71,MH,1733731369
335,pila,53.1515,16.7378,3.91,92,100,5.25,PL,1733731370
336,kapuskasing,49.4169,-82.4331,-14.95,85,100,2.57,CA,1733731371
337,ulsteinvik,62.3432,5.8487,3.2,87,17,0.89,NO,1733731372
338,parkes,-33.1333,148.1833,25.75,30,100,2.28,AU,1733731374
339,filey,54.21,-0.2892,7.75,70,100,2.24,GB,1733731375
340,korhogo,9.45,-5.6333,22.76,27,13,2.28,CI,1733731376
341,aykhal,66.0,111.5,-32.12,100,100,2.56,RU,1733731377
342,aswan,24.0934,32.907,17.61,42,0,4.12,EG,1733731337
343,murray bridge,-35.1167,139.2667,19.81,52,52,5.69,AU,1733731379
344,arno,60.1167,18.6333,1.5,83,7,5.22,SE,1733731381
345,carnarvon,-24.8667,113.6333,24.35,79,25,8.75,AU,1733731382
346,manggar,-2.8833,108.2667,31.69,58,100,5.26,ID,1733731383
347,bamboo flat,11.7,92.7167,29.05,84,75,2.06,IN,1733731384
348,luanda,-8.8368,13.2343,28.0,78,75,2.57,AO,1733731386
349,kununurra,-15.7667,128.7333,36.99,41,20,5.66,AU,1733731265
350,susuman,62.7833,148.1667,-29.47,100,100,0.59,RU,1733731388
351,mala,-12.6581,-76.6308,18.87,90,100,1.53,PE,1733731389
352,kuhmo,64.1333,29.5167,-4.06,90,32,3.49,FI,1733731390
353,xacmaz,41.4635,48.806,6.35,87,100,3.68,AZ,1733731392
354,portland,45.5234,-122.6762,7.14,95,40,2.06,US,1733731131
355,ban tak,17.0432,99.0813,29.25,57,82,1.99,TH,1733731394
356,emerald,-23.5333,148.1667,37.97,28,81,4.22,AU,1733731395
357,black river,18.0264,-77.8487,24.2,82,51,2.48,JM,1733731396
358,halifax,44.6453,-63.5724,1.36,84,53,5.81,CA,1733731398
359,broken hill,-31.95,141.4333,26.68,25,58,1.09,AU,1733731399
360,mangrol,21.1167,70.1167,26.84,24,43,5.77,IN,1733731400
361,parang,7.3704,124.2697,27.86,85,100,1.39,PH,1733731401
362,yuzhno-kurilsk,44.0306,145.8556,-1.45,61,99,12.47,RU,1733731402
363,manismata,-2.4667,111.0333,29.41,79,100,2.01,ID,1733731404
364,strezhevoy,60.7333,77.5889,-11.22,82,100,6.68,RU,1733731405
365,alexander city,32.944,-85.9539,14.88,67,100,1.54,US,1733731407
366,geraldton,-28.7667,114.6,27.23,57,0,9.77,AU,1733731409
